t_s,zoom_state
6.0913,6.0000
6.0989,6.0000
6.1101,6.0000
6.1194,6.0000
6.1313,6.0000
6.1408,6.0000
6.1498,6.0000
6.1595,6.0000
6.1709,6.0000
6.1798,6.0000
6.1896,6.0000
6.1993,6.0000
6.2116,6.0000
6.2197,6.0000
6.2294,6.0000
6.2394,6.0000
6.2512,6.0000
6.2599,6.0000
6.2697,6.0000
6.2799,6.0000
6.2917,6.0000
6.2990,6.0000
6.3103,6.0000
6.3196,6.0000
6.3303,6.0000
6.3392,6.0000
6.3496,6.0000
6.3597,6.0000
6.3712,6.0000
6.3797,6.0000
6.3896,6.0000
6.3997,6.0000
6.4109,6.0000
6.4187,6.0000
6.4292,6.0000
6.4401,6.0000
6.4516,6.0000
6.4593,6.0000
6.4698,6.0000
6.4792,6.0000
6.4907,6.0000
6.4996,6.0000
6.5096,6.0000
6.5192,6.0000
6.5310,6.0000
6.5393,6.0000
6.5493,6.0000
6.5592,6.0000
6.5708,6.0000
6.5790,6.0000
6.5893,6.0000
6.5997,6.0000
6.6106,6.0000
6.6198,6.0000
6.6298,6.0000
6.6398,6.0000
6.6505,6.0000
6.6594,6.0000
6.6694,6.0000
6.6792,6.0000
6.6906,6.0000
6.6995,6.0000
6.7092,6.0000
6.7193,6.0000
6.7306,6.0000
6.7397,6.0000
6.7493,6.0000
6.7599,6.0000
7.0139,6.0000
7.0145,6.0000
7.0150,6.0000
7.0159,6.0000
7.0165,6.0000
7.0170,6.0000
7.0175,6.0000
7.0180,6.0000
7.0185,6.0000
7.0190,6.0000
7.0204,6.0000
7.0299,6.0000
7.0395,6.0000
7.0515,6.0000
7.0596,6.0000
7.0696,6.0000
7.0802,6.0000
7.0912,6.0000
7.0998,6.0000
7.1096,6.0000
7.1198,6.0000
7.1305,6.0000
7.1401,6.0000
7.1498,6.0000
7.1592,6.0000
7.1710,6.0000
7.1798,6.0000
7.1896,6.0000
7.1993,6.0000
7.2111,6.0000
7.2197,6.0000
7.2293,6.0000
7.2407,6.0000
7.2506,6.0000
7.2597,6.0000
7.2702,6.0000
7.2797,6.0000
7.2915,6.0000
7.3002,6.0000
7.3098,6.0000
7.3197,6.0000
7.3313,6.0000
7.3401,6.0000
7.3497,6.0000
7.3598,6.0000
7.3704,6.0000
7.3792,6.0000
7.3895,6.0000
7.3996,6.0000
7.4106,6.0000
7.4193,6.0000
7.4299,6.0000
7.4397,6.0000
7.4515,6.0000
7.4602,6.0000
7.4704,6.0000
7.4793,6.0000
7.4910,6.0000
7.4998,6.0000
7.5095,6.0000
7.5191,6.0000
7.5307,6.0000
7.5389,6.0000
7.5494,6.0000
7.5597,6.0000
7.5705,6.0000
7.5796,6.0000
7.5898,6.0000
7.5996,6.0000
7.6104,6.0000
7.6196,6.0000
7.6296,6.0000
7.6396,6.0000
7.6514,6.0000
7.6600,6.0000
7.6695,6.0000
7.6792,6.0000
7.6909,6.0000
7.6996,6.0000
7.7098,6.0000
7.7200,6.0000
7.7303,6.0000
7.7393,6.0000
7.7497,6.0000
7.7596,6.0000
7.7712,6.0000
7.7795,6.0000
7.7908,6.0000
7.8000,6.0000
7.8110,6.0000
7.8200,6.0000
7.8296,6.0000
7.8393,6.0000
7.8512,6.0000
7.8596,6.0000
7.8695,6.0000
7.8797,6.0000
7.8905,6.0000
7.8994,6.0000
7.9108,6.0000
7.9201,6.0000
7.9303,6.0000
7.9397,6.0000
7.9504,6.0000
7.9596,6.0000
7.9696,6.0000
7.9806,6.0000
7.9900,6.0000
7.9996,6.0000
8.0113,6.0000
8.0199,6.0000
8.0295,6.0000
8.0403,6.0000
8.0522,6.0000
8.0602,6.0000
8.0710,6.0000
8.0801,6.0000
8.0907,6.0000
8.0998,6.0000
8.1100,6.0000
8.1197,6.0000
8.1317,6.0000
8.1398,6.0000
8.1498,6.0000
8.1598,6.0000
8.1718,6.0000
8.1799,6.0000
8.1897,6.0000
8.1999,6.0000
8.2106,6.0000
8.2198,6.0000
8.2298,6.0000
8.2393,6.0000
8.2506,6.0000
8.2597,6.0000
8.2699,6.0000
8.2797,6.0000
8.2916,6.0000
8.2997,6.0000
8.3097,6.0000
8.3195,6.0000
8.3310,6.0000
8.3392,6.0000
8.3492,6.0000
8.3607,6.0000
8.3699,6.0000
8.3790,6.0000
8.3904,6.0000
8.3998,6.0000
8.4102,6.0000
8.4197,6.0000
8.4298,6.0000
8.4396,6.0000
8.4517,6.0000
8.4596,6.0000
8.4698,6.0000
8.4791,6.0000
8.4904,6.0000
8.4990,6.0000
8.5096,6.0000
8.5198,6.0000
