t_s,zoom_state
5.1199,1.2000
5.1299,1.2000
5.1399,1.2000
5.1497,1.2000
5.1605,1.2000
5.1707,1.2000
5.1806,1.2000
5.1906,1.2000
5.2008,1.2000
5.2104,1.2000
5.2197,1.2000
5.2298,1.2000
5.2417,1.2000
5.2497,1.2000
5.2596,1.2000
5.2709,1.2000
5.2804,1.2000
5.2904,1.2000
5.3015,1.2000
5.3101,1.2000
5.3208,1.2000
5.3300,1.2000
5.3403,1.2000
5.3497,1.2000
5.3615,1.2000
5.3704,1.2000
5.3797,1.2000
5.3898,1.2000
5.4014,1.2000
5.4102,1.2000
5.4206,1.2000
5.4304,1.2000
5.4407,1.2000
5.4499,1.2000
5.4602,1.2000
5.4700,1.2000
5.4806,1.2000
5.4908,1.2000
5.5001,1.2000
5.5096,1.2000
5.5212,1.2000
5.5302,1.2000
5.5410,1.2000
5.5502,1.2000
5.5604,1.2000
5.5695,1.2000
5.5796,1.2000
5.5898,1.2000
5.6006,1.2000
5.6095,1.2000
5.6198,1.2000
5.6296,1.2000
5.6404,1.2000
5.6505,1.2000
5.6599,1.2000
5.6695,1.2000
5.6794,1.2000
5.6897,1.2000
5.6992,1.2000
5.7109,1.2000
5.7196,1.2000
5.7311,1.2000
5.7393,1.2000
5.7510,1.2000
5.7593,1.2000
5.7695,1.2000
5.7802,1.2000
5.7945,1.2000
5.7997,1.2000
5.8097,1.2000
5.8194,1.2000
5.8310,1.2000
5.8396,1.2000
5.8497,1.2000
5.8597,1.2000
5.8713,1.2000
5.8803,1.2000
5.8893,1.2000
5.8998,1.2000
5.9117,1.2000
5.9197,1.2000
5.9300,1.2000
5.9401,1.2000
5.9494,1.2000
5.9610,1.2000
5.9704,1.2000
5.9799,1.2000
5.9896,1.2000
6.0005,1.2000
6.0097,1.2000
6.0204,1.2000
6.0299,1.2000
6.0404,1.2000
6.0497,1.2000
6.0598,1.2000
6.0699,1.2000
6.0802,1.2000
6.0895,1.2000
6.0997,1.2000
6.1094,1.2000
6.1209,1.2000
6.1302,1.2000
6.1401,1.2000
6.1499,1.2000
6.1605,1.2000
6.1699,1.1000
6.1796,1.1000
6.1897,1.1000
6.2014,1.1000
6.2094,1.0000
6.2195,1.0000
6.2338,1.0000
6.2404,1.0000
6.2500,1.0000
6.2601,1.0000
6.2704,1.0000
6.2794,1.0000
6.2905,1.0000
6.3000,1.0000
6.3097,1.0000
6.3211,1.0000
6.3307,1.0000
6.3395,1.0000
6.3520,1.0000
6.3598,1.0000
6.3697,1.0000
6.3795,1.0000
6.3918,1.0000
6.4005,1.0000
6.4097,1.0000
6.4198,1.0000
6.4298,1.0000
6.4406,1.0000
6.4500,1.0000
6.4599,1.0000
6.4719,1.0000
6.4805,1.0000
6.4903,1.0000
6.4998,1.0000
6.5098,1.0000
6.5208,1.0000
6.5298,1.0000
6.5395,1.0000
6.5529,1.0000
6.5605,1.0000
6.5698,1.0000
6.5801,1.0000
6.5895,1.0000
6.6010,1.0000
6.6108,1.0000
6.6202,1.0000
6.6320,1.0000
6.6414,1.0000
6.6500,1.0000
6.6597,1.0000
6.6695,1.0000
6.6812,1.0000
6.6899,1.0000
6.6997,1.0000
6.7098,1.0000
6.7206,1.0000
6.7301,1.0000
6.7415,1.0000
6.7499,1.0000
6.7607,1.0000
6.7703,1.0000
6.7798,1.0000
6.7896,1.0000
6.8012,1.0000
6.8099,1.0000
6.8197,1.0000
6.8297,1.0000
6.8411,1.0000
6.8495,1.0000
6.8611,1.0000
6.8712,1.0000
6.8795,1.0000
6.8896,1.0000
6.8992,1.0000
6.9092,1.0000
6.9205,1.0000
6.9296,1.0000
6.9398,1.0000
6.9507,1.0000
6.9594,1.0000
6.9696,1.0000
6.9802,1.0000
6.9905,1.0000
6.9999,1.0000
7.0096,1.0000
7.0192,1.0000
7.0311,1.0000
7.0395,1.0000
7.0493,1.0000
7.0597,1.0000
7.0714,1.0000
7.0803,1.0000
7.0906,1.0000
7.0996,1.0000
7.1112,1.0000
7.1198,1.0000
7.1298,1.0000
7.1395,1.0000
7.1522,1.0000
7.1597,1.0000
7.1695,1.0000
7.1796,1.0000
7.1927,1.0000
7.1995,1.0000
7.2096,1.0000
7.2209,1.0000
7.2327,1.0000
7.2402,1.0000
7.2502,1.0000
7.2600,1.0000
7.2697,1.0000
7.2811,1.0000
7.2906,1.0000
7.2998,1.0000
7.3099,1.0000
7.3214,1.0000
7.3302,1.0000
7.3402,1.0000
7.3504,1.0000
7.3607,1.0000
7.3701,1.0000
7.3801,1.0000
7.3900,1.0000
7.4007,1.0000
7.4103,1.0000
7.4200,1.0000
7.4296,1.0000
7.4413,1.0000
7.4504,1.0000
7.4603,1.0000
7.4704,1.0000
7.4806,1.0000
7.4893,1.0000
7.4994,1.0000
7.5096,1.0000
7.5205,1.0000
7.5297,1.0000
7.5400,1.0000
7.5495,1.0000
7.5608,1.0000
7.5707,1.0000
7.5804,1.0000
7.5899,1.0000
7.6010,1.0000
7.6099,1.0000
7.6195,1.0000
7.6296,1.0000
7.6404,1.0000
7.6499,1.1000
7.6596,1.1000
7.6698,1.1000
7.6803,1.1000
7.6900,1.2000
7.7002,1.2000
7.7102,1.2000
7.7207,1.2000
7.7304,1.3000
7.7402,1.3000
7.7497,1.3000
7.7597,1.3000
7.7715,1.3000
7.7796,1.4000
7.7899,1.4000
7.8032,1.4000
7.8106,1.5000
7.8195,1.5000
7.8302,1.5000
7.8407,1.5000
7.8494,1.5000
7.8598,1.5000
7.8697,1.5000
7.8804,1.5000
7.8902,1.5000
7.8999,1.5000
7.9096,1.5000
7.9215,1.5000
7.9303,1.5000
7.9398,1.5000
7.9517,1.5000
7.9595,1.5000
7.9693,1.5000
7.9795,1.5000
7.9925,1.5000
7.9993,1.5000
8.0093,1.5000
8.0198,1.5000
8.0324,1.5000
8.0394,1.5000
8.0501,1.5000
8.0601,1.5000
8.0701,1.5000
8.0794,1.5000
8.0910,1.5000
8.0996,1.5000
8.1098,1.5000
8.1206,1.5000
8.1294,1.5000
8.1398,1.5000
8.1500,1.5000
8.1608,1.5000
8.1696,1.5000
8.1806,1.5000
8.1925,1.5000
8.1995,1.5000
8.2098,1.5000
8.2199,1.5000
8.2294,1.5000
8.2411,1.5000
8.2496,1.5000
8.2594,1.5000
8.2707,1.5000
8.2803,1.5000
8.2897,1.5000
8.3002,1.5000
8.3098,1.5000
8.3215,1.5000
8.3301,1.5000
8.3405,1.5000
8.3495,1.5000
8.3605,1.5000
8.3700,1.5000
8.3797,1.5000
8.3894,1.5000
8.4008,1.5000
8.4095,1.5000
8.4199,1.5000
8.4300,1.5000
8.4402,1.5000
8.4495,1.5000
8.4597,1.5000
8.4703,1.5000
8.4804,1.5000
8.4893,1.5000
8.5001,1.5000
8.5099,1.5000
8.5204,1.5000
8.5301,1.5000
8.5399,1.5000
8.5494,1.5000
8.5612,1.5000
8.5701,1.5000
8.5796,1.5000
8.5896,1.5000
8.6022,1.5000
8.6095,1.5000
8.6196,1.5000
8.6300,1.5000
8.6401,1.5000
8.6495,1.5000
8.6606,1.5000
8.6697,1.5000
8.6814,1.5000
8.6903,1.5000
8.6997,1.5000
8.7094,1.5000
8.7207,1.5000
8.7300,1.5000
8.7394,1.5000
8.7494,1.5000
8.7611,1.5000
8.7700,1.5000
8.7802,1.5000
8.7902,1.5000
8.8012,1.5000
8.8099,1.5000
8.8199,1.5000
8.8294,1.5000
8.8414,1.5000
8.8504,1.5000
8.8598,1.5000
8.8696,1.5000
8.8813,1.5000
8.8907,1.5000
8.9002,1.5000
8.9099,1.5000
8.9217,1.5000
8.9305,1.5000
8.9398,1.5000
8.9500,1.5000
8.9606,1.5000
8.9696,1.5000
8.9804,1.5000
8.9896,1.5000
9.0007,1.5000
9.0110,1.5000
9.0202,1.5000
9.0297,1.5000
9.0405,1.5000
9.0494,1.5000
9.0598,1.5000
9.0695,1.5000
9.0808,1.5000
9.0894,1.5000
9.0996,1.5000
9.1103,1.5000
9.1205,1.5000
9.1300,1.5000
9.1400,1.5000
9.1501,1.4000
9.1609,1.4000
9.1707,1.4000
9.1798,1.4000
9.1893,1.4000
9.2007,1.3000
9.2097,1.3000
9.2194,1.3000
9.2292,1.3000
9.2406,1.2000
9.2499,1.2000
9.2597,1.2000
9.2704,1.2000
9.2797,1.1000
9.2897,1.1000
9.3002,1.1000
9.3107,1.1000
9.3196,1.0000
9.3312,1.0000
9.3399,1.0000
9.3517,1.0000
9.3610,1.0000
9.3702,1.0000
9.3804,1.0000
9.3907,1.0000
9.3999,1.0000
9.4093,1.0000
9.4193,1.0000
9.4328,1.0000
9.4399,1.0000
9.4494,1.0000
9.4609,1.0000
9.4709,1.0000
9.4791,1.0000
9.4908,1.0000
9.5000,1.0000
9.5110,1.0000
9.5200,1.0000
9.5295,1.0000
9.5395,1.0000
9.5528,1.0000
9.5598,1.0000
9.5695,1.0000
9.5792,1.0000
9.5907,1.0000
9.5998,1.0000
9.6100,1.0000
9.6205,1.0000
9.6307,1.0000
9.6401,1.0000
9.6513,1.0000
9.6597,1.0000
9.6701,1.0000
9.6809,1.0000
9.6898,1.0000
9.6995,1.0000
9.7093,1.0000
9.7208,1.0000
9.7296,1.0000
9.7402,1.0000
9.7500,1.0000
9.7604,1.0000
9.7696,1.0000
9.7797,1.0000
9.7898,1.0000
9.8004,1.0000
9.8096,1.0000
9.8197,1.0000
9.8293,1.0000
9.8408,1.0000
9.8505,1.0000
9.8601,1.0000
9.8702,1.0000
9.8819,1.0000
9.8896,1.0000
9.8998,1.0000
9.9121,1.0000
9.9206,1.0000
9.9297,1.0000
9.9400,1.0000
9.9494,1.0000
9.9610,1.0000
9.9706,1.0000
9.9800,1.0000
9.9894,1.0000
10.0010,1.0000
10.0100,1.0000
10.0195,1.0000
10.0294,1.0000
10.0409,1.0000
10.0497,1.0000
10.0594,1.0000
10.0697,1.0000
10.0803,1.0000
10.0898,1.0000
10.1005,1.0000
10.1098,1.0000
10.1206,1.0000
10.1303,1.0000
10.1402,1.0000
10.1495,1.0000
10.1610,1.0000
10.1698,1.0000
10.1795,1.0000
10.1894,1.0000
10.2003,1.0000
10.2097,1.0000
10.2200,1.0000
10.2295,1.0000
10.2411,1.0000
10.2499,1.0000
10.2593,1.0000
10.2697,1.0000
10.2816,1.0000
10.2906,1.0000
10.2996,1.0000
10.3093,1.0000
10.3205,1.0000
10.3306,1.0000
10.3401,1.0000
10.3500,1.0000
10.3601,1.0000
10.3695,1.0000
10.3793,1.0000
10.3923,1.0000
10.4002,1.0000
10.4093,1.0000
10.4196,1.0000
10.4298,1.0000
10.4407,1.0000
10.4518,1.0000
10.4610,1.0000
10.4702,1.0000
10.4794,1.0000
10.4893,1.0000
10.4992,1.0000
10.5121,1.0000
10.5196,1.0000
10.5312,1.0000
10.5393,1.0000
10.5509,1.0000
10.5594,1.0000
10.5692,1.0000
